#
# Results on Fri, 18 Apr 2025 15:29:24 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. correctAnswer.
# 14. condition.
# 15. answer.
# 16. question.
# 17. conj2.
# 18. conj1.
# 19. type.
# 20. sentence.
# 21. trialNum.
# 22. itemNum.
# 23. completionCode.
# 24. Comments.
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,3,0,instructions,NULL,PennController,0,_Trial_,Start,1744988672938,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,NULL
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,3,0,instructions,NULL,PennController,0,_Header_,Start,1744988672939,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,NULL
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,3,0,instructions,NULL,PennController,0,_Header_,End,1744988672943,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,NULL
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,3,0,instructions,NULL,PennController,0,_Trial_,End,1744988874065,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,NULL
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,4,0,demo,NULL,PennController,1,_Trial_,Start,1744988874069,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,NULL
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,4,0,demo,NULL,PennController,1,_Header_,Start,1744988874069,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,NULL
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,4,0,demo,NULL,PennController,1,_Header_,End,1744988874069,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,NULL
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,4,0,demo,NULL,TextInput,age,First,,1744988876494,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,3
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,4,0,demo,NULL,TextInput,language,First,,1744988877521,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,CapsLock
1744990164,f7687c85e12cb15e1ecb989eac8fd70d,PennController,4,0,demo,NULL,TextInput,otherlg,First,,1744988879910,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CO994419,CapsLock
